texto;toxico;num_admir;num_may;num_may_esc;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;emphasize;series_token2;series_token;filtered_words
me encanta planear las vacaciones con ...;0.0;0;0;0.0;;0;0;1;0.0;1.0;me encanta planear las vacaciones con ...;['me', 'encanta', 'planear', 'las', 'vacaciones', 'con', '...'];['encanta', 'planear', 'vacaciones', '...']
sii falta poquito,me los llevo en verano,ahora son muy cortitas las vacaciones ajjaja;0.0;0;1;0.07692307692307693;;0;0;1;0.0;1.0769230769230769;sii falta poquito,me los llevo en verano,ahora son muy cortitas las vacaciones ajjaja;['sii', 'falta', 'poquito', ',', 'me', 'los', 'llevo', 'en', 'verano', ',', 'ahora', 'son', 'muy', 'cortitas', 'las', 'vacaciones', 'ajjaja'];['sii', 'falta', 'poquito,me', 'llevo', 'verano,ahora', 'cortitas', 'vacaciones', 'ajjaja']
buenas tardes. que dias mas ajetreados enseñando a los animales nuevos espectaculos, necesita vacaciones.;0.0;0;0;0.0;;0;0;1;0.0;1.0;buenas tardes. que dias mas ajetreados enseñando a los animales nuevos espectaculos, necesita vacaciones.;['buenas', 'tardes', '.', 'que', 'dias', 'mas', 'ajetreados', 'enseñando', 'a', 'los', 'animales', 'nuevos', 'espectaculos', ',', 'necesita', 'vacaciones', '.'];['buenas', 'tardes.', 'dias', 'mas', 'ajetreados', 'enseñando', 'animales', 'nuevos', 'espectaculos,', 'necesita', 'vacaciones.']
termina este miercoles y acabo de terminar mis vacaciones xd;0.0;0;1;0.1;;0;0;1;0.0;1.1;termina este miercoles y acabo de terminar mis vacaciones xd;['termina', 'este', 'miercoles', 'y', 'acabo', 'de', 'terminar', 'mis', 'vacaciones', 'xd'];['termina', 'miercoles', 'acabo', 'terminar', 'vacaciones', 'xd']
esperando que mi papi me lleve d vacaciones ahi;0.0;0;0;0.0;;0;0;1;0.0;1.0;esperando que mi papi me lleve d vacaciones ahi;['esperando', 'que', 'mi', 'papi', 'me', 'lleve', 'd', 'vacaciones', 'ahi'];['esperando', 'papi', 'lleve', 'd', 'vacaciones', 'ahi']
tengo familia en berlin, mis primos se vienen el de vacaciones para la coruña, galicia, spain;0.0;0;0;0.0;;0;0;1;0.0;1.0;tengo familia en berlin, mis primos se vienen el de vacaciones para la coruña, galicia, spain;['tengo', 'familia', 'en', 'berlin', ',', 'mis', 'primos', 'se', 'vienen', 'el', 'de', 'vacaciones', 'para', 'la', 'coruña', ',', 'galicia', ',', 'spain'];['familia', 'berlin,', 'primos', 'vienen', 'vacaciones', 'coruña,', 'galicia,', 'spain']
ya quiero salirrr, necesito vacaciones jeje;0.0;0;0;0.0;;0;0;1;0.0;1.0;ya quiero salirrr, necesito vacaciones jeje;['ya', 'quiero', 'salirrr', ',', 'necesito', 'vacaciones', 'jeje'];['quiero', 'salirrr,', 'necesito', 'vacaciones', 'jeje']
solo semanas para vacaciones 😭 😭 😭 😭;0.0;0;0;0.0;😭 😭 😭 😭;4;0;1;-0.09300000000000001;1.0;solo semanas para vacaciones 😭 😭 😭 😭;['solo', 'semanas', 'para', 'vacaciones', '😭', '😭', '😭', '😭'];['solo', 'semanas', 'vacaciones', '😭', '😭', '😭', '😭']
las vacaciones *;0.0;0;0;0.0;;0;0;1;0.0;1.0;las vacaciones *;['las', 'vacaciones', '*'];['vacaciones', '*']
se fue de vacaciones x el estres.;0.0;0;0;0.0;;0;0;1;0.0;1.0;se fue de vacaciones x el estres.;['se', 'fue', 'de', 'vacaciones', 'x', 'el', 'estres', '.'];['vacaciones', 'x', 'estres.']
me urgen unas vacaciones. eternas.;0.0;0;0;0.0;;0;0;1;0.0;1.0;me urgen unas vacaciones. eternas.;['me', 'urgen', 'unas', 'vacaciones', '.', 'eternas', '.'];['urgen', 'unas', 'vacaciones.', 'eternas.']
"las vacaciones son un derecho que tiene todo trabajador para gozar de un descanso de dias habiles por cada año de trabajo. ingresa a legalapp y conoce que hacer en este caso. yousolegalapp &gt;";0.0;0;0;0.0;;0;0;1;0.0;1.0;"las vacaciones son un derecho que tiene todo trabajador para gozar de un descanso de dias habiles por cada año de trabajo. ingresa a legalapp y conoce que hacer en este caso. yousolegalapp &gt;";"['las', 'vacaciones', 'son', 'un', 'derecho', 'que', 'tiene', 'todo', 'trabajador', 'para', 'gozar', 'de', 'un', 'descanso', 'de', 'dias', 'habiles', 'por', 'cada', 'año', 'de', 'trabajo', '.', 'ingresa', 'a', 'legalapp', 'y', 'conoce', 'que', 'hacer', 'en', 'este', 'caso', '.', 'yousolegalapp', '&', 'gt', ';']";"['vacaciones', 'derecho', 'trabajador', 'gozar', 'descanso', 'dias', 'habiles', 'cada', 'año', 'trabajo.', 'ingresa', 'legalapp', 'conoce', 'hacer', 'caso.', 'yousolegalapp', '&gt;']"
¡ya huele a vacaciones y nuestro estilo lo sabe! 😎 🌴 looksemanal ragged;0.0;1;1;0.07692307692307693;😎 🌴;2;0;1;0.508;2.0769230769230766;¡ya huele a vacaciones y nuestro estilo lo sabe! 😎 🌴 looksemanal ragged;['¡ya', 'huele', 'a', 'vacaciones', 'y', 'nuestro', 'estilo', 'lo', 'sabe', '!', '😎', '🌴', 'looksemanal', 'ragged'];['¡ya', 'huele', 'vacaciones', 'estilo', 'sabe!', '😎', '🌴', 'looksemanal', 'ragged']
vamos a la playa oooo;0.0;0;0;0.0;;0;0;0;0.0;0.0;vamos a la playa oooo;['vamos', 'a', 'la', 'playa', 'oooo'];['vamos', 'playa', 'oooo']
-nada, dia de playa-;0.0;0;0;0.0;;0;0;0;0.0;0.0;-nada, dia de playa-;['-nada', ',', 'dia', 'de', 'playa-'];['-nada,', 'dia', 'playa-']
escuche una cancion durante una hora en el camino de ida a la playa. ¿cual cancion crees que era?;0.0;0;0;0.0;;0;0;1;0.0;1.0;escuche una cancion durante una hora en el camino de ida a la playa. ¿cual cancion crees que era?;['escuche', 'una', 'cancion', 'durante', 'una', 'hora', 'en', 'el', 'camino', 'de', 'ida', 'a', 'la', 'playa', '.', '¿cual', 'cancion', 'crees', 'que', 'era', '?'];['escuche', 'cancion', 'hora', 'camino', 'ida', 'playa.', '¿cual', 'cancion', 'crees', 'era?']
espero que entrenes en la playa 😉;0.0;0;0;0.0;😉;1;0;1;0.46299999999999997;1.0;espero que entrenes en la playa 😉;['espero', 'que', 'entrenes', 'en', 'la', 'playa', '😉'];['espero', 'entrenes', 'playa', '😉']
si hay sol hay playa, si hay playa hay alcohol... si hay alcohol hay sexo y si es contigo mejor🎵;0.0;0;0;0.0;🎵;1;0;1;0.5;1.0;si hay sol hay playa, si hay playa hay alcohol... si hay alcohol hay sexo y si es contigo mejor🎵;['si', 'hay', 'sol', 'hay', 'playa', ',', 'si', 'hay', 'playa', 'hay', 'alcohol', '...', 'si', 'hay', 'alcohol', 'hay', 'sexo', 'y', 'si', 'es', 'contigo', 'mejor🎵'];['sol', 'playa,', 'playa', 'alcohol...', 'alcohol', 'sexo', 'contigo', 'mejor🎵']
necesito playa :(;0.0;0;0;0.0;;0;0;1;0.0;1.0;necesito playa :(;['necesito', 'playa', ':', '('];['necesito', 'playa', ':(']
mazarron retiran kilos de basura marina en la playa de bolnuevo;0.0;0;0;0.0;;0;0;0;0.0;0.0;mazarron retiran kilos de basura marina en la playa de bolnuevo;['mazarron', 'retiran', 'kilos', 'de', 'basura', 'marina', 'en', 'la', 'playa', 'de', 'bolnuevo'];['mazarron', 'retiran', 'kilos', 'basura', 'marina', 'playa', 'bolnuevo']
📲:supuse que sabia... pero la playa no me suena. 📲:si, si... te veo en la playa, entonces;0.0;0;0;0.0;📲 📲;2;0;1;0.239;1.0;📲:supuse que sabia... pero la playa no me suena. 📲:si, si... te veo en la playa, entonces;['📲', ':', 'supuse', 'que', 'sabia', '...', 'pero', 'la', 'playa', 'no', 'me', 'suena', '.', '📲', ':', 'si', ',', 'si', '...', 'te', 'veo', 'en', 'la', 'playa', ',', 'entonces'];['📲:supuse', 'sabia...', 'playa', 'no', 'suena.', '📲:si,', 'si...', 'veo', 'playa,', 'entonces']
toda la gente de alcasser se daba ostias hablando mal para estar en el programa. yo no se ni que decir...los familiares en ese estado de shock no se darian cuenta de lo que estaban haciendo, pero con el tiempo debieron abrir los ojos y sentir aun mas impotencia del poco respeto;0.0;0;0;0.0;;0;0;1;0.0;1.0;toda la gente de alcasser se daba ostias hablando mal para estar en el programa. yo no se ni que decir...los familiares en ese estado de shock no se darian cuenta de lo que estaban haciendo, pero con el tiempo debieron abrir los ojos y sentir aun mas impotencia del poco respeto;['toda', 'la', 'gente', 'de', 'alcasser', 'se', 'daba', 'ostias', 'hablando', 'mal', 'para', 'estar', 'en', 'el', 'programa', '.', 'yo', 'no', 'se', 'ni', 'que', 'decir', '...', 'los', 'familiares', 'en', 'ese', 'estado', 'de', 'shock', 'no', 'se', 'darian', 'cuenta', 'de', 'lo', 'que', 'estaban', 'haciendo', ',', 'pero', 'con', 'el', 'tiempo', 'debieron', 'abrir', 'los', 'ojos', 'y', 'sentir', 'aun', 'mas', 'impotencia', 'del', 'poco', 'respeto'];['toda', 'gente', 'alcasser', 'daba', 'ostias', 'hablando', 'mal', 'programa.', 'no', 'decir...los', 'familiares', 'shock', 'no', 'darian', 'cuenta', 'haciendo,', 'tiempo', 'debieron', 'abrir', 'ojos', 'sentir', 'aun', 'mas', 'impotencia', 'respeto']
moderacion? jaajajajjaja. libertad? para quien? progreso???? estamos hablando de la misma persona y del mismo programa?;0.0;0;0;0.0;;0;0;1;0.0;1.0;moderacion? jaajajajjaja. libertad? para quien? progreso???? estamos hablando de la misma persona y del mismo programa?;['moderacion', '?', 'jaajajajjaja', '.', 'libertad', '?', 'para', 'quien', '?', 'progreso', '?', '?', '?', '?', 'estamos', 'hablando', 'de', 'la', 'misma', 'persona', 'y', 'del', 'mismo', 'programa', '?'];['moderacion?', 'jaajajajjaja.', 'libertad?', 'quien?', 'progreso????', 'hablando', 'misma', 'persona', 'mismo', 'programa?']
¿tu seguiras con tu programa o ya hay cambios de todo inmediatos ?;0.0;0;0;0.0;;0;0;0;0.0;0.0;¿tu seguiras con tu programa o ya hay cambios de todo inmediatos ?;['¿tu', 'seguiras', 'con', 'tu', 'programa', 'o', 'ya', 'hay', 'cambios', 'de', 'todo', 'inmediatos', '?'];['¿tu', 'seguiras', 'programa', 'cambios', 'inmediatos', '?']
porque insisten en el programa de vecinos vigilantes si las denuncias no las atienden, los mismos sitios siguen vendiendo sus drogas;0.0;0;0;0.0;;0;0;1;0.0;1.0;porque insisten en el programa de vecinos vigilantes si las denuncias no las atienden, los mismos sitios siguen vendiendo sus drogas;['porque', 'insisten', 'en', 'el', 'programa', 'de', 'vecinos', 'vigilantes', 'si', 'las', 'denuncias', 'no', 'las', 'atienden', ',', 'los', 'mismos', 'sitios', 'siguen', 'vendiendo', 'sus', 'drogas'];['insisten', 'programa', 'vecinos', 'vigilantes', 'denuncias', 'no', 'atienden,', 'mismos', 'sitios', 'siguen', 'vendiendo', 'drogas']
el programa pretende controlar el daño que generan en la fauna silvestre y a la agricultura campesina;0.0;0;0;0.0;;0;0;1;0.0;1.0;el programa pretende controlar el daño que generan en la fauna silvestre y a la agricultura campesina;['el', 'programa', 'pretende', 'controlar', 'el', 'daño', 'que', 'generan', 'en', 'la', 'fauna', 'silvestre', 'y', 'a', 'la', 'agricultura', 'campesina'];['programa', 'pretende', 'controlar', 'daño', 'generan', 'fauna', 'silvestre', 'agricultura', 'campesina']
🔵 terraformacion, el programa de la nasa para cambiar el clima de marte y hacerlo habitable medioambiente;0.0;0;1;0.058823529411764705;🔵;1;0;0;0.306;0.058823529411764705;🔵 terraformacion, el programa de la nasa para cambiar el clima de marte y hacerlo habitable medioambiente;['🔵', 'terraformacion', ',', 'el', 'programa', 'de', 'la', 'nasa', 'para', 'cambiar', 'el', 'clima', 'de', 'marte', 'y', 'hacerlo', 'habitable', 'medioambiente'];['🔵', 'terraformacion,', 'programa', 'nasa', 'cambiar', 'clima', 'marte', 'hacerlo', 'habitable', 'medioambiente']
aqui os dejamos nuestro nuevo programa con la gran ayuda de nuestro amigo del gran podcast entre otros muchos. muchas gracias. podcast cine stargate claqueta y accion x16 stargate;0.0;0;0;0.0;;0;0;1;0.0;1.0;aqui os dejamos nuestro nuevo programa con la gran ayuda de nuestro amigo del gran podcast entre otros muchos. muchas gracias. podcast cine stargate claqueta y accion x16 stargate;['aqui', 'os', 'dejamos', 'nuestro', 'nuevo', 'programa', 'con', 'la', 'gran', 'ayuda', 'de', 'nuestro', 'amigo', 'del', 'gran', 'podcast', 'entre', 'otros', 'muchos', '.', 'muchas', 'gracias', '.', 'podcast', 'cine', 'stargate', 'claqueta', 'y', 'accion', 'x16', 'stargate'];['aqui', 'dejamos', 'nuevo', 'programa', 'gran', 'ayuda', 'amigo', 'gran', 'podcast', 'muchos.', 'muchas', 'gracias.', 'podcast', 'cine', 'stargate', 'claqueta', 'accion', 'x16', 'stargate']
si no generas el escenario comuns-psc, no hay valls que valga. comuns tiene con erc un programa mucho mas parecido que con el psc pero escogio psc para asegurarse a valls. y en politica, nada es a cambio de nada. nada.;0.0;0;5;0.12195121951219512;;0;0;1;0.0;1.1219512195121952;si no generas el escenario comuns-psc, no hay valls que valga. comuns tiene con erc un programa mucho mas parecido que con el psc pero escogio psc para asegurarse a valls. y en politica, nada es a cambio de nada. nada.;['si', 'no', 'generas', 'el', 'escenario', 'comuns-psc', ',', 'no', 'hay', 'valls', 'que', 'valga', '.', 'comuns', 'tiene', 'con', 'erc', 'un', 'programa', 'mucho', 'mas', 'parecido', 'que', 'con', 'el', 'psc', 'pero', 'escogio', 'psc', 'para', 'asegurarse', 'a', 'valls', '.', 'y', 'en', 'politica', ',', 'nada', 'es', 'a', 'cambio', 'de', 'nada', '.', 'nada', '.'];['no', 'generas', 'escenario', 'comuns-psc,', 'no', 'valls', 'valga.', 'comuns', 'erc', 'programa', 'mas', 'parecido', 'psc', 'escogio', 'psc', 'asegurarse', 'valls.', 'politica,', 'cambio', 'nada.', 'nada.']
donde estan los amigos que tienen piscina 😫 😫;0.0;0;0;0.0;😫 😫;2;0;1;-0.145;1.0;donde estan los amigos que tienen piscina 😫 😫;['donde', 'estan', 'los', 'amigos', 'que', 'tienen', 'piscina', '😫', '😫'];['estan', 'amigos', 'piscina', '😫', '😫']
quisiera estar en una piscina, rai nau;0.0;0;0;0.0;;0;0;1;0.0;1.0;quisiera estar en una piscina, rai nau;['quisiera', 'estar', 'en', 'una', 'piscina', ',', 'rai', 'nau'];['quisiera', 'piscina,', 'rai', 'nau']
¡yo estoy muy bien! ¡con ganas de piscina o playa!;0.0;2;0;0.0;;0;0;1;0.0;3.0;¡yo estoy muy bien! ¡con ganas de piscina o playa!;['¡yo', 'estoy', 'muy', 'bien', '!', '¡con', 'ganas', 'de', 'piscina', 'o', 'playa', '!'];['¡yo', 'bien!', '¡con', 'ganas', 'piscina', 'playa!']
pedro solo baja a la piscina por las tardes, porque la socorrista del segundo turno es una chica.;0.0;0;0;0.0;;0;0;1;0.0;1.0;pedro solo baja a la piscina por las tardes, porque la socorrista del segundo turno es una chica.;['pedro', 'solo', 'baja', 'a', 'la', 'piscina', 'por', 'las', 'tardes', ',', 'porque', 'la', 'socorrista', 'del', 'segundo', 'turno', 'es', 'una', 'chica', '.'];['pedro', 'solo', 'baja', 'piscina', 'tardes,', 'socorrista', 'segundo', 'turno', 'chica.']
lo mejor de la noche fue meterme en la piscina , que risa jajajaja menuda panorama;0.0;0;0;0.0;;0;0;0;0.0;0.0;lo mejor de la noche fue meterme en la piscina , que risa jajajaja menuda panorama;['lo', 'mejor', 'de', 'la', 'noche', 'fue', 'meterme', 'en', 'la', 'piscina', ',', 'que', 'risa', 'jajajaja', 'menuda', 'panorama'];['mejor', 'noche', 'meterme', 'piscina', ',', 'risa', 'jajajaja', 'menuda', 'panorama']
estoy en la piscina.;0.0;0;0;0.0;;0;0;0;0.0;0.0;estoy en la piscina.;['estoy', 'en', 'la', 'piscina', '.'];['piscina.']
asi da gusto venir a la piscina, una pasada todo, muchas gracias 🤤😍;0.0;0;0;0.0;🤤 😍;2;0;0;0.0;0.0;asi da gusto venir a la piscina, una pasada todo, muchas gracias 🤤😍;['asi', 'da', 'gusto', 'venir', 'a', 'la', 'piscina', ',', 'una', 'pasada', 'todo', ',', 'muchas', 'gracias', '🤤😍'];['asi', 'da', 'gusto', 'venir', 'piscina,', 'pasada', 'todo,', 'muchas', 'gracias', '🤤😍']
ha venido uno a la piscina con la nintendo ds;0.0;0;2;0.2;;0;0;0;0.0;0.2;ha venido uno a la piscina con la nintendo ds;['ha', 'venido', 'uno', 'a', 'la', 'piscina', 'con', 'la', 'nintendo', 'ds'];['venido', 'piscina', 'nintendo', 'ds']
no me vaciles que te echo de la piscina eh jajajajaj;0.0;0;0;0.0;;0;0;1;0.0;1.0;no me vaciles que te echo de la piscina eh jajajajaj;['no', 'me', 'vaciles', 'que', 'te', 'echo', 'de', 'la', 'piscina', 'eh', 'jajajajaj'];['no', 'vaciles', 'echo', 'piscina', 'eh', 'jajajajaj']
yo opte por la piscina, siempre fui mas de agua!😀;0.0;1;0;0.0;😀;1;0;0;0.568;1.0;yo opte por la piscina, siempre fui mas de agua!😀;['yo', 'opte', 'por', 'la', 'piscina', ',', 'siempre', 'fui', 'mas', 'de', 'agua', '!', '😀'];['opte', 'piscina,', 'siempre', 'mas', 'agua!😀']
yo me tiro a la piscina xd;0.0;0;1;0.14285714285714285;;0;0;0;0.0;0.14285714285714285;yo me tiro a la piscina xd;['yo', 'me', 'tiro', 'a', 'la', 'piscina', 'xd'];['tiro', 'piscina', 'xd']
alguien me invita a su piscina para tomar el sol estas dos semanas que vienen? 🙄 🙄;0.0;0;0;0.0;🙄 🙄;2;0;1;0.0;1.0;alguien me invita a su piscina para tomar el sol estas dos semanas que vienen? 🙄 🙄;['alguien', 'me', 'invita', 'a', 'su', 'piscina', 'para', 'tomar', 'el', 'sol', 'estas', 'dos', 'semanas', 'que', 'vienen', '?', '🙄', '🙄'];['alguien', 'invita', 'piscina', 'tomar', 'sol', 'dos', 'semanas', 'vienen?', '🙄', '🙄']
la onu da un premio al ayuntamiento de madrid de manuela carmena;0.0;0;1;0.08333333333333333;;0;0;0;0.0;0.08333333333333333;la onu da un premio al ayuntamiento de madrid de manuela carmena;['la', 'onu', 'da', 'un', 'premio', 'al', 'ayuntamiento', 'de', 'madrid', 'de', 'manuela', 'carmena'];['onu', 'da', 'premio', 'ayuntamiento', 'madrid', 'manuela', 'carmena']
el nuevo ayuntamiento de madrid dejara de luchar contra el cambio climatico;0.0;0;0;0.0;;0;0;0;0.0;0.0;el nuevo ayuntamiento de madrid dejara de luchar contra el cambio climatico;['el', 'nuevo', 'ayuntamiento', 'de', 'madrid', 'dejara', 'de', 'luchar', 'contra', 'el', 'cambio', 'climatico'];['nuevo', 'ayuntamiento', 'madrid', 'dejara', 'luchar', 'cambio', 'climatico']
jose lopez se dirige a la multitud concentrada frente al ayuntamiento de cartagena en protesta por el pacto;0.0;0;0;0.0;;0;0;1;0.0;1.0;jose lopez se dirige a la multitud concentrada frente al ayuntamiento de cartagena en protesta por el pacto;['jose', 'lopez', 'se', 'dirige', 'a', 'la', 'multitud', 'concentrada', 'frente', 'al', 'ayuntamiento', 'de', 'cartagena', 'en', 'protesta', 'por', 'el', 'pacto'];['jose', 'lopez', 'dirige', 'multitud', 'concentrada', 'frente', 'ayuntamiento', 'cartagena', 'protesta', 'pacto']
en la web del ayuntamiento.;0.0;0;0;0.0;;0;0;0;0.0;0.0;en la web del ayuntamiento.;['en', 'la', 'web', 'del', 'ayuntamiento', '.'];['web', 'ayuntamiento.']
pues igual que maragall que ya tiene su puesto y su sueldo de edil en el ayuntamiento de barcelona.;0.0;0;0;0.0;;0;0;1;0.0;1.0;pues igual que maragall que ya tiene su puesto y su sueldo de edil en el ayuntamiento de barcelona.;['pues', 'igual', 'que', 'maragall', 'que', 'ya', 'tiene', 'su', 'puesto', 'y', 'su', 'sueldo', 'de', 'edil', 'en', 'el', 'ayuntamiento', 'de', 'barcelona', '.'];['pues', 'igual', 'maragall', 'puesto', 'sueldo', 'edil', 'ayuntamiento', 'barcelona.']
ayer tomamos posesion los concejales de la xi legislatura del ayuntamiento de arges. es el pistoletazo de salida para trabajar muy duro estos años por los argeseñ. vamos a realizar una oposicion critica y constructiva. prometemos luchar por un arges de futuro y +social.;0.0;0;1;0.022727272727272728;;0;0;1;0.0;1.0227272727272727;ayer tomamos posesion los concejales de la xi legislatura del ayuntamiento de arges. es el pistoletazo de salida para trabajar muy duro estos años por los argeseñ. vamos a realizar una oposicion critica y constructiva. prometemos luchar por un arges de futuro y +social.;['ayer', 'tomamos', 'posesion', 'los', 'concejales', 'de', 'la', 'xi', 'legislatura', 'del', 'ayuntamiento', 'de', 'arges', '.', 'es', 'el', 'pistoletazo', 'de', 'salida', 'para', 'trabajar', 'muy', 'duro', 'estos', 'años', 'por', 'los', 'argeseñ', '.', 'vamos', 'a', 'realizar', 'una', 'oposicion', 'critica', 'y', 'constructiva', '.', 'prometemos', 'luchar', 'por', 'un', 'arges', 'de', 'futuro', 'y', '+social', '.'];['ayer', 'tomamos', 'posesion', 'concejales', 'xi', 'legislatura', 'ayuntamiento', 'arges.', 'pistoletazo', 'salida', 'trabajar', 'duro', 'años', 'argeseñ.', 'vamos', 'realizar', 'oposicion', 'critica', 'constructiva.', 'prometemos', 'luchar', 'arges', 'futuro', '+social.']
saluden a andrea levy, nueva concejala de cultura del ayuntamiento de madrid. felizdomingo;0.0;0;0;0.0;;0;0;0;0.0;0.0;saluden a andrea levy, nueva concejala de cultura del ayuntamiento de madrid. felizdomingo;['saluden', 'a', 'andrea', 'levy', ',', 'nueva', 'concejala', 'de', 'cultura', 'del', 'ayuntamiento', 'de', 'madrid', '.', 'felizdomingo'];['saluden', 'andrea', 'levy,', 'nueva', 'concejala', 'cultura', 'ayuntamiento', 'madrid.', 'felizdomingo']
andrea levy, concejala de cultura del ayuntamiento de madrid. no doy. laconcejalaantropofaga pp madrid;0.0;0;0;0.0;;0;0;0;0.0;0.0;andrea levy, concejala de cultura del ayuntamiento de madrid. no doy. laconcejalaantropofaga pp madrid;['andrea', 'levy', ',', 'concejala', 'de', 'cultura', 'del', 'ayuntamiento', 'de', 'madrid', '.', 'no', 'doy', '.', 'laconcejalaantropofaga', 'pp', 'madrid'];['andrea', 'levy,', 'concejala', 'cultura', 'ayuntamiento', 'madrid.', 'no', 'doy.', 'laconcejalaantropofaga', 'pp', 'madrid']
problemas realisimos, como poner la ikurriña en el balcon del ayuntamiento;0.0;0;0;0.0;;0;0;0;0.0;0.0;problemas realisimos, como poner la ikurriña en el balcon del ayuntamiento;['problemas', 'realisimos', ',', 'como', 'poner', 'la', 'ikurriña', 'en', 'el', 'balcon', 'del', 'ayuntamiento'];['problemas', 'realisimos,', 'poner', 'ikurriña', 'balcon', 'ayuntamiento']
ya hay alcaldes esperando en la puerta del ayuntamiento;0.0;0;0;0.0;;0;0;1;0.0;1.0;ya hay alcaldes esperando en la puerta del ayuntamiento;['ya', 'hay', 'alcaldes', 'esperando', 'en', 'la', 'puerta', 'del', 'ayuntamiento'];['alcaldes', 'esperando', 'puerta', 'ayuntamiento']
le han impuesto el euskera astro que han echado de la escuela infantil por no querer modelo de euskera. le han impuesto la ikurriña en el ayuntamiento, que tambien es su casa, la de todos.;0.0;0;0;0.0;;0;0;1;0.0;1.0;le han impuesto el euskera astro que han echado de la escuela infantil por no querer modelo de euskera. le han impuesto la ikurriña en el ayuntamiento, que tambien es su casa, la de todos.;['le', 'han', 'impuesto', 'el', 'euskera', 'astro', 'que', 'han', 'echado', 'de', 'la', 'escuela', 'infantil', 'por', 'no', 'querer', 'modelo', 'de', 'euskera', '.', 'le', 'han', 'impuesto', 'la', 'ikurriña', 'en', 'el', 'ayuntamiento', ',', 'que', 'tambien', 'es', 'su', 'casa', ',', 'la', 'de', 'todos', '.'];['impuesto', 'euskera', 'astro', 'echado', 'escuela', 'infantil', 'no', 'querer', 'modelo', 'euskera.', 'impuesto', 'ikurriña', 'ayuntamiento,', 'tambien', 'casa,', 'todos.']
si hombre! a la gente humilde le ira genial la para de c's en el ayuntamiento, ya vereis!;0.0;2;0;0.0;;0;0;0;0.0;2.0;si hombre! a la gente humilde le ira genial la para de c's en el ayuntamiento, ya vereis!;"['si', 'hombre', '!', 'a', 'la', 'gente', 'humilde', 'le', 'ira', 'genial', 'la', 'para', 'de', 'c', ""'s"", 'en', 'el', 'ayuntamiento', ',', 'ya', 'vereis', '!']";"['hombre!', 'gente', 'humilde', 'ira', 'genial', ""c's"", 'ayuntamiento,', 'vereis!']"
eso es cosa del ayuntamiento. la ciudad por suerte no es de la iglesia;0.0;0;0;0.0;;0;0;1;0.0;1.0;eso es cosa del ayuntamiento. la ciudad por suerte no es de la iglesia;['eso', 'es', 'cosa', 'del', 'ayuntamiento', '.', 'la', 'ciudad', 'por', 'suerte', 'no', 'es', 'de', 'la', 'iglesia'];['cosa', 'ayuntamiento.', 'ciudad', 'suerte', 'no', 'iglesia']
un documental para contar como ha acabado el ayuntamiento de valencia con el colapso del colector norte por culpa de las toallitas humedas lo cuenta;0.0;0;0;0.0;;0;0;0;0.0;0.0;un documental para contar como ha acabado el ayuntamiento de valencia con el colapso del colector norte por culpa de las toallitas humedas lo cuenta;['un', 'documental', 'para', 'contar', 'como', 'ha', 'acabado', 'el', 'ayuntamiento', 'de', 'valencia', 'con', 'el', 'colapso', 'del', 'colector', 'norte', 'por', 'culpa', 'de', 'las', 'toallitas', 'humedas', 'lo', 'cuenta'];['documental', 'contar', 'acabado', 'ayuntamiento', 'valencia', 'colapso', 'colector', 'norte', 'culpa', 'toallitas', 'humedas', 'cuenta']
el ayuntamiento de madrid pone a disposicion de todos los carteles que han adornado la ciudad desde diseñografico;0.0;0;0;0.0;;0;0;1;0.0;1.0;el ayuntamiento de madrid pone a disposicion de todos los carteles que han adornado la ciudad desde diseñografico;['el', 'ayuntamiento', 'de', 'madrid', 'pone', 'a', 'disposicion', 'de', 'todos', 'los', 'carteles', 'que', 'han', 'adornado', 'la', 'ciudad', 'desde', 'diseñografico'];['ayuntamiento', 'madrid', 'pone', 'disposicion', 'carteles', 'adornado', 'ciudad', 'diseñografico']
y muchos profesionales sin trabajo.. 😪;0.0;0;0;0.0;😪;1;0;1;-0.08;1.0;y muchos profesionales sin trabajo.. 😪;['y', 'muchos', 'profesionales', 'sin', 'trabajo..', '😪'];['profesionales', 'trabajo..', '😪']
despidos, trabajo en negro, accidentes, etc. consulte expertos!;0.0;1;0;0.0;;0;0;1;0.0;2.0;despidos, trabajo en negro, accidentes, etc. consulte expertos!;['despidos', ',', 'trabajo', 'en', 'negro', ',', 'accidentes', ',', 'etc', '.', 'consulte', 'expertos', '!'];['despidos,', 'trabajo', 'negro,', 'accidentes,', 'etc.', 'consulte', 'expertos!']
